from,in,label
3737587,4023146,0
4682666,3079204,0
1430989,4792838,0
4684626,2470237,0
429231,4002867,0
3832430,3436062,0
1642946,3222194,0
1111867,1127487,0
450460,3427800,0
1763293,672055,0
1850317,2440293,0
1299975,3676385,0
3960981,3181851,0
1674992,3536462,0
3899058,3725263,0
3168664,2753525,0
207070,4021339,0
1629196,2471742,0
1523267,709537,0
3182301,4516042,0
3103507,2504823,0
1519818,4745972,0
1285371,4688056,0
455479,2708722,0
4025459,1695103,0
4596831,2912422,0
2508301,2646226,0
1231545,1047615,0
2407713,1197786,0
522858,949123,0
3461806,2787418,0
2373144,1982517,0
4207285,4164240,0
1008551,987142,0
1935671,2170797,0
2254987,2646953,0
3905865,3380228,0
1142316,1644469,0
1257270,3770952,0
1787565,3895562,0
579533,4684685,0
4096269,3426025,0
4359658,2700374,0
4672563,194065,0
3194476,3717872,0
1403688,175584,0
3287137,118326,0
3047760,924192,0
2540515,2180582,0
2534645,17266,0
3936387,2418029,0
3142696,2249070,0
2759750,4489182,0
2704673,1325986,0
2874423,1264106,0
1637864,3341649,0
2232198,263914,0
4168403,4242125,0
3409085,314634,0
3548134,2003162,0
4841757,3885160,0
2552331,3656739,0
644096,88991,0
2206792,3761881,0
2210395,2350682,0
3073613,1242983,0
3062124,2688230,0
3895912,4750201,0
410393,67086,0
1269954,858212,0
2731699,4356359,0
2834145,1364017,0
660967,499591,0
1510779,642761,0
1716694,3344095,0
2593616,454895,0
4128849,4119197,0
3696252,612038,0
2497011,1496715,0
247477,3481343,0
1375673,327322,0
4339627,4057446,0
1470341,2287309,0
731101,1633533,0
3448,1084856,0
296805,579469,0
4732860,3019261,0
2967565,4332237,0
4294956,1005947,0
4267364,4017817,0
4022515,1340213,0
3833519,2632245,0
962611,618625,0
2780270,1814969,0
4414958,3216055,0
1196479,3419308,0
570480,1607399,0
2080310,1937667,0
1764937,2642045,0
430021,4198302,0
703113,3140472,0
4821173,2196078,0
4285995,3413747,0
3114837,984860,0
1626596,310606,0
820736,3064336,0
4037728,1817550,0
3202829,2327519,0
4847899,2670554,0
283137,3029824,0
4773298,4812592,0
2903074,2134852,0
919291,2312067,0
2707812,173034,0
2014077,1032593,0
441433,2112786,0
2858945,4368042,0
259329,431037,0
3192717,57907,0
126669,1785481,0
4348667,775486,0
793959,935402,0
3581473,1347882,0
1756499,43024,0
334845,521629,0
3006789,234299,0
3017295,176891,0
789215,1957179,0
643925,495979,0
4377259,482446,0
2605762,4254369,0
4227360,991402,0
4669535,2659955,0
3842418,4314896,0
3447392,2172436,0
1804217,2272075,0
615915,1106424,0
3785195,418702,0
3194746,1769994,0
2178941,3506229,0
4643488,1447968,0
117508,1110409,0
3412970,346892,0
2719372,483267,0
1143157,4296604,0
4858501,1577746,0
1006967,2867766,0
2834200,1469734,0
744281,2053582,0
4017131,4753922,0
1805528,171723,0
68841,1564973,0
3335933,155752,0
1257465,1177725,0
4219375,4528202,0
2114363,400300,0
1714111,4183697,0
1826392,1406712,0
1912731,2548030,0
3943123,2735930,0
1100330,2275869,0
609079,1622694,0
2266356,4474995,0
1223247,865182,0
2491995,266415,0
3747958,2820838,0
712119,3661350,0
3353560,1319442,0
440584,2387697,0
1352747,1266326,0
1729807,4283623,0
4381743,1488864,0
412128,609968,0
3946971,4149357,0
764867,3420871,0
468732,2912531,0
4796371,1295121,0
4794910,916941,0
2343174,4180702,0
2087063,3288545,0
3387850,2091705,0
3194790,1606902,0
2938221,1160335,0
4300942,4580393,0
1505955,41507,0
3002189,3020864,0
456977,2422884,0
4182057,540339,0
1620143,645023,0
3906804,3825593,0
651002,1012925,0
2192689,1323535,0
823811,224833,0
932549,397244,0
3459752,1796298,0
3753179,962293,0
3709244,4029932,0
1108507,46693,0
1372512,2241203,0
4395500,1911736,0
1363671,603414,0
372171,3890302,0
2918486,2047311,0
3236959,1706897,0
2260467,1524047,0
1103841,2444118,0
2608115,4079910,0
3922783,2298365,0
1842611,4107874,0
1015957,1911173,0
993078,1905914,0
2753849,1856849,0
3989218,2140336,0
2253370,3314083,0
4407591,2743208,0
3753241,3030116,0
1793589,4684749,0
4841061,1262618,0
2086497,969665,0
848770,3622058,0
3751610,51124,0
4764307,92101,0
4060156,4752688,0
650604,4648481,0
1692523,1432267,0
984899,3300557,0
2629698,2475528,0
4492040,4767237,0
785767,1697963,0
4239185,4033360,0
849852,4425129,0
1785183,4560382,0
3412695,3385826,0
4143809,93590,0
4839343,3970252,0
4683480,2859147,0
4424030,649116,0
592978,4648292,0
2340687,105032,0
1124901,2153284,0
1886164,3142031,0
1517421,3373495,0
604079,38656,0
1613968,3971653,0
4054885,4628033,0
1648299,2625773,0
2944509,2849789,0
1332955,3051483,0
1965910,2714937,0
832817,1771196,0
3691518,1730679,0
815613,1506787,0
4160887,3365015,0
601727,4520767,0
4835454,3389519,0
1271779,632221,0
1892616,1823701,0
649329,4536502,0
1138740,2678031,0
2719241,807,0
757264,2936963,0
2422838,2939216,0
1145047,2543319,0
1600650,2365562,0
4138354,4325950,0
455275,2754819,0
3335376,2389831,0
727488,4771736,0
3555072,2700619,0
2088815,2374206,0
1028906,4838232,0
2952919,824349,0
3177140,118078,0
1699022,853958,0
294892,3353527,0
2540788,1761771,0
1876235,3402741,0
2586301,2121432,0
4450655,3546987,0
4405944,2726535,0
2982207,724893,0
3129054,3974405,0
3970846,2616159,0
1710923,1734088,0
4172507,1972866,0
2565250,3787228,0
998971,2150392,0
4403615,1263589,0
3193942,4341936,0
4217894,4618721,0
739152,3889345,0
1410604,1566754,0
1857131,2505843,0
3125141,3166607,0
4192361,2554780,0
3657547,2594427,0
2792006,3841433,0
2666838,1681905,0
1144510,4641537,0
2364030,3972860,0
577360,2556191,0
384725,271406,0
3790578,1944615,0
2325006,2130014,0
233497,1265529,0
761424,4228164,0
813141,429551,0
4464035,1634295,0
2732244,4364272,0
2604026,1502630,0
3161689,1218297,0
1773240,48121,0
1479187,520064,0
3920468,1556067,0
1405918,3926633,0
4433650,4219389,0
1272847,2204722,0
3071015,1368281,0
1634399,358401,0
2346834,1024006,0
2482625,3106669,0
2727465,287140,0
2793906,448346,0
4817135,2762809,0
4182752,3609318,0
4187408,2753010,0
2344028,2898880,0
2666567,494397,0
2387341,1070252,0
118534,1101131,0
799338,536567,0
4647398,2186708,0
2693028,436981,0
3361278,1399341,0
2626978,2792221,0
3575667,908535,0
1273290,1305850,0
523836,1170384,0
1122018,773138,0
231507,1969778,0
2126731,4693740,0
2839673,2334202,0
1947570,1841917,0
3385498,656383,0
3024774,1584946,0
3807354,554614,0
3215001,3700491,0
1283886,3233695,0
1849600,78335,0
2038961,3981014,0
3256190,4759095,0
3317307,1453302,0
264566,3261144,0
1648256,4132334,0
3521037,163000,0
1244437,2297004,0
3689303,3020595,0
4063494,155190,0
336757,624981,0
3839190,3335019,0
2661173,2062215,0
3854533,1894827,0
4839159,1392563,0
1159152,582142,0
2881742,4076207,0
2987802,1503626,0
3493965,2181338,0
2098688,2806797,0
1948359,4301500,0
479554,590966,0
3846950,2882314,0
1496876,2612863,0
2771400,4471445,0
83313,4803544,0
1202408,2914283,0
3037920,2973955,0
3709766,2173870,0
453959,3886945,0
4306484,2980355,0
1167450,1964956,0
3154640,2048610,0
4157747,612339,0
2964535,4496809,0
3330173,2042086,0
3104124,1877973,0
442074,2846932,0
2079284,3702409,0
4180041,4252833,0
3555126,85435,0
4715960,4168712,0
2340984,3559861,0
2252735,2173623,0
2021101,233477,0
4051566,1108814,0
1798976,2302440,0
2134045,64882,0
2367141,4077399,0
2673039,3237823,0
2520143,2645861,0
1780371,1062163,0
2790306,1587693,0
3941827,1334328,0
379254,1126479,0
972381,2190813,0
2554310,510776,0
911854,1607901,0
3662650,311700,0
4045745,3224608,0
2769172,2172418,0
238704,2841194,0
3910207,82980,0
3806453,2196574,0
480899,4615631,0
4528623,1599395,0
972247,4529466,0
2813224,893751,0
985324,344207,0
3625566,491107,0
4149552,1077998,0
3516359,2737714,0
61592,2991997,0
3666822,2165987,0
3869714,2911310,0
1382705,3852740,0
4854870,1490540,0
13417,665084,0
1633823,3328080,0
702354,1284066,0
938501,1947106,0
124804,4211740,0
3076920,4709162,0
3104414,3753280,0
88713,3628266,0
1557283,4107355,0
2805557,1313847,0
2577726,3258021,0
3084715,1959428,0
1426191,3601451,0
1753937,4048343,0
3009973,588322,0
3585994,2426987,0
3062946,3391072,0
3253853,1550463,0
2441943,3717377,0
3743227,4768001,0
2541829,2286177,0
857178,374400,0
2008802,2131231,0
873400,4532790,0
526061,1283780,0
1210006,1722634,0
4028534,2409641,0
887065,1773735,0
3727259,881081,0
3157957,1553564,0
2602772,1798678,0
4554298,3520882,0
1656648,2399038,0
1404431,1398171,0
2469115,4777087,0
4147322,3924259,0
4805548,4718597,0
1773188,3793633,0
3163468,190851,0
991825,4367991,0
2759403,4390392,0
1196628,3097900,0
1911567,4756363,0
4667123,344884,0
197066,21746,0
3268564,3120385,0
3450736,3848334,0
338899,3186193,0
2031609,4045637,0
845160,41802,0
675657,3780595,0
155643,4704246,0
3451649,3084632,0
1012666,1747606,0
3311501,1423368,0
4804218,403025,0
1654789,1636193,0
3400574,3086104,0
1241961,1097702,0
929932,3264562,0
1328822,4091602,0
1033294,1147699,0
1484049,1527366,0
2717438,2751413,0
1277141,2008541,0
4195673,830629,0
1063756,4685593,0
2836863,2930922,0
3810538,1715938,0
1515209,3447396,0
3298032,1418727,0
3703851,495730,0
83606,4344441,0
1883657,2329612,0
843814,2627005,0
1154169,3708467,0
1589209,2190188,0
629721,1407789,0
2293821,1546240,0
2535005,3872174,0
1085092,3797721,0
999348,1141878,0
3251957,3064325,0
1966562,4678308,0
3457140,3201098,0
3832010,820329,0
868457,2495544,0
2887268,2294273,0
3620700,1510177,0
2642895,1657293,0
1510786,4209936,0
4307137,3769462,0
2506389,278304,0
293982,1637794,0
2593638,4032062,0
2253018,2250221,0
3062172,3990549,0
3326790,2821825,0
1911064,2370961,0
2310447,1695324,0
1147559,3286664,0
2757091,458418,0
2654136,3719520,0
2954917,1738907,0
3723358,4689926,0
2983844,1389174,0
2000044,4200157,0
4792235,121969,0
2261731,4696581,0
2660031,3721081,0
1664599,4738842,0
2728709,3762845,0
2567967,2607981,0
861775,3852634,0
437141,4376343,0
3131954,1738944,0
636048,4146313,0
3767900,2220125,0
3920625,1778704,0
3503854,3189097,0
2617400,4525667,0
3811551,4774699,0
4852209,4249166,0
323844,2890150,0
2645259,5059,0
4523839,1252582,0
3674816,807063,0
2021217,1159661,0
4324589,1443065,0
4373606,4494058,0
3847695,316797,0
1307520,3850700,0
2391625,2821970,0
3786666,1646091,0
4537180,2538704,0
1099817,586061,0
2017649,2271808,0
1628641,1381653,0
1523647,4061463,0
111953,366103,0
2997329,2486890,0
2161287,4560611,0
2035728,1927359,0
2515037,3838376,0
4024574,2605545,0
232553,755288,0
4146225,294057,0
3587659,1516222,0
3826210,3477111,0
2144579,2902036,0
3869128,2680760,0
2414231,3959964,0
1704582,211514,0
2525129,1811057,0
1238462,1750643,0
2868046,3644271,0
2410444,3777923,0
2423980,4017348,0
42115,4577916,0
2203572,1442468,0
1292374,882852,0
1699591,4412120,0
2002083,4668234,0
3254141,2995652,0
4707558,2509005,0
2724803,3672585,0
855089,533257,0
3272783,4761290,0
4176354,2638577,0
2402804,3525736,0
3799870,1964258,0
2160981,4815610,0
4813646,1914920,0
243001,1133955,0
3908616,2040291,0
1162746,124749,0
3228,2912113,0
1350856,588268,0
1785498,2763893,0
1509005,1745030,0
3678891,1197255,0
3713835,4431147,0
3172806,3019942,0
3079021,986941,0
2343777,4836355,0
1277240,4147729,0
2212092,63071,0
742834,1351941,0
3869135,4200723,0
1705567,1426988,0
2919206,2555046,0
733828,3560460,0
4681449,4535582,0
1955684,3509036,0
423442,218507,0
1832383,4661778,0
4051542,4669715,0
304994,727577,0
3402198,2687787,0
652030,1111113,0
58741,4507057,0
4682694,998158,0
1269694,2932234,0
4791297,4635604,0
4633097,3403167,0
768880,3848020,0
3572171,3961971,0
3082370,4539288,0
1513458,4114748,0
1894349,1631030,0
3895725,4139361,0
2839260,3645111,0
1448887,2134975,0
2525225,1995702,0
615999,4469103,0
4301933,460995,0
3784087,1060603,0
1949572,705238,0
4243199,207603,0
1085519,2945978,0
1508730,3280360,0
2394877,1936917,0
3512783,2565319,0
2905714,3117003,0
328506,4374756,0
2203394,366376,0
1594448,600406,0
3497800,3723861,0
2527296,1674551,0
2984876,880118,0
1791774,1739043,0
566613,2258605,0
4866703,2946317,0
4186642,2909272,0
2551586,430244,0
264788,1661744,0
3205923,3835721,0
1457126,1110594,0
4367751,4419526,0
2560457,1729179,0
2200615,4100773,0
992320,1033618,0
432714,2958759,0
1101821,566778,0
2505628,2440517,0
2835875,3333485,0
4842859,140147,0
3182531,1123132,0
18168,4833844,0
1411251,2629631,0
808826,1597894,0
2888574,2761360,0
2289507,4807924,0
1193294,2087459,0
4414502,4551019,0
2418457,198788,0
3167373,3633692,0
521062,2064957,0
2902701,2782037,0
90455,163657,0
4585387,2211673,0
1586406,3248914,0
4058130,241684,0
4610669,3737470,0
2768259,2656254,0
904740,816462,0
4024239,2753716,0
1296428,2500494,0
2069854,4153343,0
3448125,1391198,0
2826108,2904560,0
2212368,1536136,0
4573875,2344236,0
2507269,3973918,0
1030052,827877,0
1995825,3259982,0
4190251,4063278,0
368444,3178169,0
1451146,2344491,0
4514011,374630,0
3175183,4716088,0
4069831,733430,0
1838372,2257982,0
2816854,590495,0
3545564,2267619,0
2266237,2767339,0
1252190,851792,0
2045236,3253160,0
2465320,134666,0
2429012,2563331,0
3522945,3830573,0
2542703,176415,0
3867769,2186528,0
1679684,29646,0
127814,1158772,0
1710590,450436,0
3468254,929503,0
2897157,2736995,0
192739,4572565,0
4170470,529220,0
1658062,2452148,0
1774314,4581276,0
1072987,3083987,0
4713030,3078459,0
4199516,242778,0
467224,70123,0
3430935,2017167,0
4342554,3246314,0
4029083,4024479,0
823341,571191,0
457585,4636195,0
1050769,2762603,0
4832648,2199550,0
2330093,3745455,0
3271797,4218676,0
2707590,3970452,0
3655236,999156,0
621394,2486785,0
4214277,750281,0
4023646,2194022,0
1552746,2230775,0
2907934,1965772,0
1094828,1828767,0
2686894,1541368,0
1152960,3848026,0
343764,3933913,0
1164501,1853209,0
89315,3481331,0
3850557,3764538,0
2176353,4674435,0
2118607,4038832,0
4084799,40821,0
4328263,3067276,0
2247057,1990337,0
1574485,3347345,0
1206770,4231298,0
2875841,4734583,0
3427941,4033097,0
3267288,587540,0
3566362,4216747,0
897705,4234624,0
1799703,259463,0
4438169,2274128,0
4653614,3843892,0
445877,3203773,0
964245,4188667,0
4590172,4687567,0
4559671,4353356,0
3791869,3494829,0
2616918,267337,0
1405993,4295622,0
1566083,2616517,0
1316660,2695136,0
760056,368594,0
4242557,6627,0
4299565,1272683,0
4443561,2023170,0
3464317,3025555,0
3559702,1974923,0
3627003,2011404,0
3652037,4596288,0
1569347,851497,0
1067536,3607469,0
3908874,2514111,0
1282813,3618761,0
1144321,1502749,0
3394066,3393750,0
1057282,4526534,0
4359571,4558789,0
3362552,1753627,0
3626851,3569742,0
4571534,2753756,0
3359896,3759675,0
4488261,2859887,0
828365,1949671,0
640271,3378021,0
2539614,2199091,0
312815,2874140,0
14153,4708093,0
1633018,3362522,0
3004134,259053,0
904537,1220137,0
4742656,1860693,0
3845809,4600451,0
2272504,4348621,0
1818780,3242197,0
4380518,1663300,0
2246219,798395,0
4550591,2184466,0
4706908,928555,0
2212258,4758447,0
2546689,3531111,0
3802753,282809,0
1253718,1984452,0
3375531,910674,0
3949667,597406,0
2536894,1166529,0
3353915,3121268,0
3314806,271341,0
1621933,4561800,0
2580453,2652221,0
2962878,1135522,0
520999,3232193,0
1989285,3949108,0
4084048,4788330,0
1368797,1506259,0
2220949,1771044,0
3236195,3091242,0
4116168,3923129,0
2648624,636502,0
1028836,3208340,0
544212,2868367,0
956661,4111212,0
2829729,2599228,0
4300245,4838797,0
328069,1856751,0
2938250,344366,0
1684186,2260847,0
1865375,695154,0
3133260,143338,0
4716012,3532766,0
2869788,4844812,0
2059708,2164188,0
3868228,152978,0
2812370,269695,0
4269507,2255515,0
3831085,4676131,0
3884722,2613646,0
2800133,3986183,0
2546477,3323762,0
4645215,3250054,0
3763368,1100496,0
4174518,930503,0
1545886,1358453,0
3847939,2728864,0
171670,4055016,0
4712342,4053905,0
1254065,3408023,0
4710287,928838,0
4793758,3982574,0
334258,2804907,0
3015073,2315570,0
3950124,2072545,0
2240022,3659651,0
4569194,2613634,0
4776165,2785703,0
3211044,4389984,0
1529308,4086302,0
4239981,4374161,0
3678549,2377804,0
4818374,2363290,0
1301685,802056,0
1338708,1253346,0
1575986,428665,0
1051876,1732675,0
2134115,4355910,0
2975999,4532579,0
4525171,2726449,0
4852009,4316389,0
191882,3865258,0
2017717,3721760,0
4114655,3231398,0
2502435,3023723,0
2220833,4633741,0
903878,3064359,0
1466246,4536524,0
1128016,4302794,0
3679300,808081,0
2717131,1808430,0
1532465,3269930,0
3467388,585764,0
2837226,1467290,0
574642,117871,0
1286040,2471302,0
1206000,4531722,0
1165558,3948457,0
1070086,2524906,0
4175609,2603882,0
418102,4108849,0
1383388,2731689,0
3076222,346092,0
2355399,3703664,0
3965011,3284792,0
1064147,2194249,0
3768375,451815,0
1384579,1686682,0
3867551,4710388,0
936270,3754005,0
2504597,2986853,0
3217038,1415593,0
3100462,1907474,0
829990,4317376,0
135079,3631105,0
3180154,1603720,0
2616565,2820849,0
3606002,1220518,0
110633,4633229,0
3142207,4242961,0
269200,785501,0
4726330,3984209,0
2764748,1031570,0
3700511,3099675,0
4289007,1499826,0
509580,3475962,0
592136,862084,0
604572,3983654,0
538479,2174548,0
3068982,1961908,0
4151909,3509715,0
2840607,4041086,0
2218054,2133425,0
3311005,1152783,0
139269,139126,0
3399511,3276211,0
4388082,124047,0
885914,4596093,0
1643274,2169128,0
3017892,4171957,0
339857,309523,0
3913754,4225203,0
2451373,340690,0
1240744,3099287,0
408861,88586,0
169823,1434426,0
2007182,1291265,0
2974155,1918006,0
1475908,1363393,0
1613514,885257,0
3338960,1799458,0
4804076,2446363,0
2416324,564352,0
1823019,2993238,0
3688698,3149475,0
2710793,346825,0
2118884,1618018,0
3003590,2466834,0
1510282,4675530,0
1089178,3807901,0
2584942,2395491,0
1083199,4569466,0
1336814,1971531,0
31303,4122681,0
4002182,1494129,0
330652,4057815,0
437073,164681,0
3054525,4846738,0
3230504,2284227,0
4319304,3970022,0
2078727,3956213,0
3764546,378734,0
3017072,1285848,0
1007950,971951,0
1542192,1252646,0
3582195,2637550,0
1061801,1324688,0
4858369,1257338,0
4047255,4683051,0
1532596,2723834,0
3678324,196548,0
3669429,2664689,0
2413042,2672355,0
596421,2415864,0
2534326,3626343,0
4647745,396085,0
2366781,108310,0
1790621,1269262,0
1094577,3332415,0
617013,3232464,0
739792,2269737,0
2304207,4732806,0
3838913,1357011,0
4843513,3575775,0
2951369,2999437,0
1491338,4298699,0
2325875,2759519,0
3706422,2542418,0
4638671,2719,0
2213128,440338,0
202006,2320957,0
1165971,2230645,0
2658138,4815433,0
3766450,1023821,0
370794,4571423,0
1649521,4570336,0
4225490,33271,0
2761450,566191,0
2629887,155296,0
1279526,2176823,0
314679,732889,0
813109,4304642,0
3580790,2930410,0
1865306,1996782,0
581177,1991628,0
745494,498967,0
4296797,4239325,0
1728949,4056520,0
2549247,1787544,0
4184153,1360630,0
4094121,1250376,0
2712455,719835,0
2763869,2939862,0
1052258,436909,0
2812120,1266543,0
376929,4473630,0
672440,811339,0
1542724,307550,0
1487258,4731542,0
3683578,3253889,0
635953,1194967,0
3290182,3005464,0
4515009,4526001,0
2776502,848530,0
3438451,3526249,0
3729327,4571142,0
677248,414358,0
3759115,2797149,0
2984820,3279599,0
578888,4047424,0
3533794,4632051,0
362774,3674487,0
3038598,2791418,0
4793258,629510,0
2148646,886948,0
2742856,1061168,0
2320516,3426814,0
1406131,4380135,0
1622818,1034913,0
2316344,1343499,0
2301410,1942683,0
3873658,4274295,0
3122169,678249,0
1807099,2059274,0
3084678,3062763,0
219371,3238713,0
4383885,2201868,0
352536,2104500,0
2641503,4250571,0
3566117,3503193,0
2842305,4047645,0
4182384,636924,0
1615747,3248864,0
2072027,1380607,0
251260,1776898,0
4653342,4321189,0
1643505,4016097,0
2559,4588051,0
918684,2957339,0
2729290,2513895,0
3450072,1367593,0
2966725,133595,0
4693405,1988580,0
3400313,2789403,0
4734030,3838590,0
3455245,3615637,0
3771455,3100138,0
2380527,3294906,0
1378713,3897558,0
3798626,2323599,0
3691665,2910219,0
3742273,4158064,0
1667087,196224,0
3086526,3475216,0
3092019,1012727,0
1748611,1779166,0
2303521,3220996,0
4363401,786780,0
769328,204694,0
3653860,3724291,0
1104570,938260,0
69278,1240235,0
2976488,4512827,0
1786536,1759393,0
4155999,544620,0
2370621,1074932,0
4341717,854868,0
3870624,2178134,0
131601,49920,0
1927002,1263821,0
222111,3683461,0
3949318,2903547,0
3882086,1374155,0
1967412,4586041,0
1644335,3835340,0
3646336,826148,0
560103,2865404,0
2970058,4136879,0
2119993,1114306,0
940435,3055350,0
571649,74669,0
1573374,3673665,0
1443366,4376248,0
106383,3496075,0
4459841,1983490,0
107548,2509154,0
3180015,2311268,0
4293608,2113931,0
1882613,2208438,0
3441411,3254646,0
3490037,817117,0
2185393,1333235,0
3769338,4308280,0
4379371,4656454,0
504683,2550761,0
3129750,2090025,0
4620447,1300322,0
3857120,1958855,0
3243251,2752231,0
3029407,50173,0
3871284,2940592,0
3922744,3049089,0
4792614,2480507,0
1317311,4343933,0
2277191,4552831,0
1717780,2100121,0
2964366,1067073,0
2671638,2300645,0
4205249,3151779,0
3401335,1469178,0
4113937,2745778,0
2689455,2382226,0
4299977,558757,0
3628918,3487963,0
649539,930316,0
3985903,2690553,0
1282870,2099876,0
1721503,2784052,0
4108256,4280180,0
3043240,1996465,0
1720655,4826142,0
2554840,1023218,0
1364653,1301987,0
3775505,1786192,0
3417551,628055,0
393440,2281541,0
496664,4294783,0
127735,1855104,0
107997,3894215,0
2852607,3022962,0
197204,3143406,0
162698,3869883,0
529133,1024618,0
672734,2408451,0
2498149,2988866,0
61625,3464610,0
2745367,3374400,0
1475837,3296938,0
4211906,2076510,0
3592288,1209053,0
3759216,4336093,0
1078488,1405951,0
3341870,4455677,0
2536005,2177057,0
3026985,3925221,0
1644864,1613718,0
3075874,1433173,0
3651455,1250225,0
4215682,2866530,0
4676656,3535558,0
3222790,2874267,0
4118253,2575007,0
1952336,369178,0
4738957,3034614,0
2657481,666277,0
4055197,2337687,0
3473009,2870160,0
3997470,758069,0
4454012,3864240,0
238568,2059143,0
3030027,404413,0
2923734,3196812,0
3971100,2648381,0
453302,1389072,0
1708626,1204704,0
953513,3836004,0
4132118,829811,0
2892634,4405641,0
3790328,268866,0
4750335,731590,0
4521628,2944294,0
552538,1062145,0
554353,3102727,0
812937,3258913,0
2766137,2952527,0
1195674,2972380,0
2791259,244432,0
3599491,4650594,0
618551,2797011,0
4630410,1607526,0
3724209,4375463,0
930442,356674,0
859057,1525160,0
2897258,54381,0
1236176,1851124,0
2562440,4303786,0
2806634,3799626,0
3512396,2494629,0
982645,1418550,0
2504644,1203008,0
669698,686872,0
3514393,4057739,0
3086006,4302144,0
4589396,1413851,0
3871143,3893933,0
3309221,2332725,0
1262039,2196467,0
4505729,909493,0
4120040,1932702,0
4047548,2493498,0
171246,1198384,0
2081902,4456133,0
1389954,2895510,0
3913993,4012701,0
4631139,4834796,0
324297,1181088,0
1561543,863821,0
1506721,4353965,0
2826278,2338026,0
2906934,2867987,0
4085075,140131,0
1138079,1586715,0
945326,1461820,0
3700218,51338,0
2049258,3542279,0
3138235,428496,0
1315621,2801693,0
1699086,3674029,0
970231,1709065,0
806502,4378824,0
3020510,682598,0
1657067,2427699,0
555387,4319249,0
3816197,1009305,0
335487,3338108,0
2942557,1391467,0
1001937,4823321,0
1808892,702121,0
297606,3469904,0
888402,679152,0
3368354,3339801,0
2853945,4277423,0
3503197,852826,0
4827477,1194940,0
3391170,2387785,0
3828223,4825931,0
4519281,3226327,0
2385041,1861324,0
134859,664342,0
2554814,987441,0
3335771,1653255,0
1752339,336493,0
39188,4586353,0
30533,3334712,0
3150122,4209579,0
935200,2386756,0
4756331,1904515,0
2891181,1194724,0
1471506,3140007,0
4178565,1791496,0
2775479,1412498,0
3872773,2204897,0
1083806,1067434,0
2752222,3532450,0
2749227,3965293,0
1729340,428687,0
1318008,2766786,0
1812029,2338499,0
888403,1926267,0
1094579,2086740,0
3443881,2084226,0
3295048,4370915,0
1773002,617021,0
2666492,4810646,0
47298,838395,0
1970286,1440090,0
4344467,3221153,0
3841723,361199,0
1090638,4493692,0
736581,3430724,0
1683756,4613662,0
1761166,3399567,0
1468528,2341962,0
1511053,1480354,0
4554231,2758610,0
4494420,1324202,0
694288,1745147,0
1633217,4385464,0
1780777,561601,0
188091,1863969,0
410932,2344601,0
2488573,844760,0
4705538,3843543,0
2711994,269050,0
3570712,1225056,0
4507926,4354811,0
1119088,334067,0
2548638,3786443,0
247058,2496601,0
2077779,811298,0
2889747,343320,0
1046755,2669567,0
3503543,1143331,0
4518954,3917118,0
831704,3677810,0
418568,1657750,0
906471,3073421,0
779613,235893,0
3060814,2738970,0
779854,3546962,0
4130023,1864293,0
4846363,1228240,0
2411890,4328199,0
4229946,904539,0
1605238,2802324,0
2550460,198614,0
1218674,419172,0
2059668,1703687,0
4460193,3685737,0
2536922,4502897,0
4324155,2126522,0
2227018,2550284,0
2485968,687837,0
4735469,3888179,0
916974,401382,0
2126809,2070164,0
1464836,3844973,0
4397238,3678099,0
1372936,3271310,0
3212676,1722611,0
3864463,3257469,0
1889774,3373473,0
2045096,3542732,0
1799107,721178,0
1241133,4248138,0
1616796,3604490,0
3048376,1212021,0
3799353,1384259,0
1340562,1838673,0
302119,3809820,0
4461601,1281978,0
2618927,3103062,0
3619072,142301,0
4231389,1970198,0
4507619,1632038,0
252944,2276836,0
2319372,1076309,0
4112377,1454538,0
4844534,2751757,0
2815175,1286760,0
4127204,2414498,0
2159615,2156725,0
1453664,394932,0
2884094,2855058,0
3252673,606808,0
1016695,3887848,0
3235634,2758569,0
873193,3168412,0
1105638,1466790,0
4589827,3322580,0
3872778,4712968,0
2090483,3858156,0
128292,1587552,0
1546916,2744599,0
613636,3305797,0
3230896,2193574,0
133912,270868,0
3931121,4605952,0
1221276,4751353,0
2498109,2830519,0
412434,1191281,0
902346,1246902,0
191266,561721,0
1846259,706273,0
3577222,975886,0
4394717,1577812,0
1582909,794517,0
2495330,2339092,0
3702912,3276030,0
1401563,2865069,0
3675629,4774460,0
3182820,171797,0
2058109,667801,0
1641055,1006920,0
1887240,4375752,0
774494,1188282,0
3459427,3621052,0
1704293,1630920,0
1507728,1242523,0
4468580,737214,0
593516,1666859,0
888657,2846964,0
4805871,3516991,0
1652325,2176376,0
4122223,2020951,0
3270115,3864213,0
4050704,2294218,0
928294,3153168,0
2151696,3365342,0
2615270,4006250,0
4534879,1681889,0
2226414,4814248,0
1866221,2554295,0
3270692,495158,0
1205292,573570,0
2078151,4214143,0
614286,1927011,0
1973511,2128637,0
4157682,2030017,0
939947,3327472,0
1497213,4058917,0
994268,4398966,0
2828493,2579376,0
3923912,1842642,0
1077815,3214744,0
3361800,533088,0
4737930,4825004,0
3066772,162707,0
4223939,3952781,0
450036,4204596,0
3196454,51412,0
1009137,1727213,0
2202602,1596704,0
3201697,2117105,0
1295595,3096966,0
1140634,513773,0
2085650,4773773,0
814403,2998281,0
3212640,2328630,0
2724891,4176606,0
3629790,2080331,0
1965906,2782983,0
