,Node_1,Node_2,Node_1_friends_number,Node_2_friends_number,number_of_common_friends,sum_of_friends,J_similarity,Preferential_Attachment
48652,1064533,1882758,0,0,0,0,0,0
48653,909414,4308037,0,0,0,0,0,0
48654,725042,3548548,0,0,0,0,0,0
48655,3929756,4382507,0,0,0,0,0,0
48656,4526405,2157427,0,0,0,0,0,0
48657,3481861,2982456,0,0,0,0,0,0
48658,3845573,2638449,0,0,0,0,0,0
48659,3198191,396782,0,0,0,0,0,0
48660,1946678,1576213,0,0,0,0,0,0
48661,366343,991989,0,0,0,0,0,0
48662,1128003,2902531,0,0,0,0,0,0
48663,2697805,4674238,0,0,0,0,0,0
48664,65512,3816088,0,0,0,0,0,0
48665,2938732,2309284,0,0,0,0,0,0
48666,3923599,2033514,0,0,0,0,0,0
48667,1647036,2473767,0,0,0,0,0,0
48668,2858868,2408965,0,0,0,0,0,0
48669,1325124,4519215,0,0,0,0,0,0
48670,964209,1999625,0,0,0,0,0,0
48671,3707510,4135195,0,0,0,0,0,0
48672,716893,2464973,0,0,0,0,0,0
48673,4379095,3672372,0,0,0,0,0,0
48674,1016795,1556542,0,0,0,0,0,0
48675,932938,4132987,0,0,0,0,0,0
48676,4186035,782948,0,0,0,0,0,0
48677,2298034,3348456,0,0,0,0,0,0
48678,4292386,4311823,0,0,0,0,0,0
48679,4733608,1976612,0,0,0,0,0,0
48680,75667,2919330,0,0,0,0,0,0
48681,4592594,1047338,0,0,0,0,0,0
48682,4006529,4474549,0,0,0,0,0,0
48683,2140170,4196259,0,0,0,0,0,0
48684,4433509,4555207,0,0,0,0,0,0
48685,1617565,1212204,0,0,0,0,0,0
48686,3265519,1948569,0,0,0,0,0,0
48687,3709391,3314213,0,0,0,0,0,0
48688,3085307,556735,0,0,0,0,0,0
48689,2069061,433990,0,0,0,0,0,0
48690,2901790,3811013,0,0,0,0,0,0
48691,3897486,1609287,0,0,0,0,0,0
48692,3919215,467075,0,0,0,0,0,0
48693,336765,2565731,0,0,0,0,0,0
48694,1502400,2555002,0,0,0,0,0,0
48695,3086695,2857986,0,0,0,0,0,0
48696,3378318,4373481,0,0,0,0,0,0
48697,1011324,3397986,0,0,0,0,0,0
48698,1496529,2092490,0,0,0,0,0,0
48699,1666784,4493145,0,0,0,0,0,0
48700,844275,4733752,0,0,0,0,0,0
48701,2719642,2647835,0,0,0,0,0,0
48702,2842778,721656,0,0,0,0,0,0
48703,2851102,2641186,0,0,0,0,0,0
48704,1713829,187360,0,0,0,0,0,0
48705,3692645,1213688,0,0,0,0,0,0
48706,3888332,4015736,0,0,0,0,0,0
48707,4678359,3252017,0,0,0,0,0,0
48708,2341335,3504079,0,0,0,0,0,0
48709,685128,4185466,0,0,0,0,0,0
48710,2061522,2264925,0,0,0,0,0,0
48711,4798308,3405809,0,0,0,0,0,0
48712,1518901,3293458,0,0,0,0,0,0
48713,1957847,4832285,0,0,0,0,0,0
48714,1058901,287755,0,0,0,0,0,0
48715,1566550,2553464,0,0,0,0,0,0
48716,2054879,2962697,0,0,0,0,0,0
48717,857321,4373214,0,0,0,0,0,0
48718,2387130,2652398,0,0,0,0,0,0
48719,4219614,166205,0,0,0,0,0,0
48720,4502370,261720,0,0,0,0,0,0
48721,1407077,1698755,0,0,0,0,0,0
48722,2956402,367753,0,0,0,0,0,0
48723,1887391,3599440,0,0,0,0,0,0
48724,980175,1216483,0,0,0,0,0,0
48725,1023493,3460460,0,0,0,0,0,0
48726,2828457,3102685,0,0,0,0,0,0
48727,3970410,4831005,0,0,0,0,0,0
48728,1691504,366623,0,0,0,0,0,0
48729,829930,1678048,0,0,0,0,0,0
48730,1357341,331848,0,0,0,0,0,0
48731,2036548,3780624,0,0,0,0,0,0
48732,4593138,4813318,0,0,0,0,0,0
48733,3678303,832709,0,0,0,0,0,0
48734,3372165,4126740,0,0,0,0,0,0
48735,634954,2885170,0,0,0,0,0,0
48736,1557257,4856440,0,0,0,0,0,0
48737,104884,4189841,0,0,0,0,0,0
48738,628885,1389969,0,0,0,0,0,0
48739,3514627,785184,0,0,0,0,0,0
48740,2448555,1362727,0,0,0,0,0,0
48741,4731902,3074452,0,0,0,0,0,0
48742,17902,4218244,0,0,0,0,0,0
48743,2679221,296768,0,0,0,0,0,0
48744,2268971,3308427,0,0,0,0,0,0
48745,3871093,3489696,0,0,0,0,0,0
48746,2456254,2037736,0,0,0,0,0,0
48747,54327,1303985,0,0,0,0,0,0
48748,1224359,2378269,0,0,0,0,0,0
48749,4361506,4491143,0,0,0,0,0,0
48750,753371,604514,0,0,0,0,0,0
48751,820975,4183871,0,0,0,0,0,0
48752,3358955,4107610,0,0,0,0,0,0
48753,4357600,3662852,0,0,0,0,0,0
48754,1667393,1465036,0,0,0,0,0,0
48755,1194100,3438249,0,0,0,0,0,0
48756,1982287,4436425,0,0,0,0,0,0
48757,2568752,1159370,0,0,0,0,0,0
48758,2782885,1470044,0,0,0,0,0,0
48759,3473483,2956783,0,0,0,0,0,0
48760,1119630,2308912,0,0,0,0,0,0
48761,854119,2309144,0,0,0,0,0,0
48762,763200,2303663,0,0,0,0,0,0
48763,4294107,3415395,0,0,0,0,0,0
48764,2947927,941237,0,0,0,0,0,0
48765,1173811,285215,0,0,0,0,0,0
48766,2742812,446909,0,0,0,0,0,0
48767,4247244,1351744,0,0,0,0,0,0
48768,3892315,46158,0,0,0,0,0,0
48769,2450400,238851,0,0,0,0,0,0
48770,2026822,3901099,0,0,0,0,0,0
48771,4149900,4851116,0,0,0,0,0,0
48772,4619570,4290207,0,0,0,0,0,0
48773,3805279,859558,0,0,0,0,0,0
48774,3349530,1921766,0,0,0,0,0,0
48775,435602,1981984,0,0,0,0,0,0
48776,1628566,855626,0,0,0,0,0,0
48777,2819585,830540,0,0,0,0,0,0
48778,127051,2921738,0,0,0,0,0,0
48779,3353636,4863396,0,0,0,0,0,0
48780,3186761,2106640,0,0,0,0,0,0
48781,1846832,4334794,0,0,0,0,0,0
48782,2914277,1488350,0,0,0,0,0,0
48783,1808731,2648847,0,0,0,0,0,0
48784,2869289,1476157,0,0,0,0,0,0
48785,3136029,1702135,0,0,0,0,0,0
48786,336152,652,0,0,0,0,0,0
48787,363482,653318,0,0,0,0,0,0
48788,1725480,3440687,0,0,0,0,0,0
48789,4049097,1978580,0,0,0,0,0,0
48790,1618413,4668854,0,0,0,0,0,0
48791,1186434,2036041,0,0,0,0,0,0
48792,1372232,4694595,0,0,0,0,0,0
48793,3140174,2568940,0,0,0,0,0,0
48794,403633,4738575,0,0,0,0,0,0
48795,1087789,1934231,0,0,0,0,0,0
48796,1344417,4594850,0,0,0,0,0,0
48797,2800912,3074602,0,0,0,0,0,0
48798,648357,1786598,0,0,0,0,0,0
48799,4707590,4082049,0,0,0,0,0,0
48800,1731620,940132,0,0,0,0,0,0
48801,3020848,640254,0,0,0,0,0,0
48802,4130511,2699053,0,0,0,0,0,0
48803,4779588,3981442,0,0,0,0,0,0
48804,2991317,101932,0,0,0,0,0,0
48805,1678636,867479,0,0,0,0,0,0
48806,3497956,1862492,0,0,0,0,0,0
48807,2276171,2731859,0,0,0,0,0,0
48808,2637634,3624814,0,0,0,0,0,0
48809,1142184,4406428,0,0,0,0,0,0
48810,1653732,4306853,0,0,0,0,0,0
48811,498878,131279,0,0,0,0,0,0
48812,3237554,3465255,0,0,0,0,0,0
48813,4121410,2216856,0,0,0,0,0,0
48814,4488306,3629378,0,0,0,0,0,0
48815,2679384,1759770,0,0,0,0,0,0
48816,125877,3489015,0,0,0,0,0,0
48817,850357,91313,0,0,0,0,0,0
48818,4146639,2266024,0,0,0,0,0,0
48819,4049994,3910600,0,0,0,0,0,0
48820,4085951,3255650,0,0,0,0,0,0
48821,66327,1692422,0,0,0,0,0,0
48822,1079649,850914,0,0,0,0,0,0
48823,3935195,2332733,0,0,0,0,0,0
48824,2875772,2106751,0,0,0,0,0,0
48825,1876677,3070318,0,0,0,0,0,0
48826,3127102,3375432,0,0,0,0,0,0
48827,4130730,4395877,0,0,0,0,0,0
48828,4506048,3991801,0,0,0,0,0,0
48829,3182429,1895429,0,0,0,0,0,0
48830,960160,4825503,0,0,0,0,0,0
48831,1377886,4076133,0,0,0,0,0,0
48832,4865107,65412,0,0,0,0,0,0
48833,3701416,3313952,0,0,0,0,0,0
48834,3972502,3537240,0,0,0,0,0,0
48835,4463626,2434147,0,0,0,0,0,0
48836,3035654,3856971,0,0,0,0,0,0
48837,287901,3079104,0,0,0,0,0,0
48838,1145691,3429429,0,0,0,0,0,0
48839,3436972,2694312,0,0,0,0,0,0
48840,3027970,1810507,0,0,0,0,0,0
48841,3655756,2795497,0,0,0,0,0,0
48842,3091649,1281124,0,0,0,0,0,0
48843,732129,4808544,0,0,0,0,0,0
48844,4733908,1715012,0,0,0,0,0,0
48845,2284037,4348780,0,0,0,0,0,0
48846,1993036,1401952,0,0,0,0,0,0
48847,4766824,2333659,0,0,0,0,0,0
48848,1610854,3816008,0,0,0,0,0,0
48849,3350952,3849073,0,0,0,0,0,0
48850,1809893,2844883,0,0,0,0,0,0
48851,958372,4808441,0,0,0,0,0,0
48852,2113043,2688306,0,0,0,0,0,0
48853,359412,3222679,0,0,0,0,0,0
48854,4026632,3100029,0,0,0,0,0,0
48855,1998861,4611722,0,0,0,0,0,0
48856,106527,646439,0,0,0,0,0,0
48857,2456238,1978233,0,0,0,0,0,0
48858,1232868,1009019,0,0,0,0,0,0
48859,4454233,3839690,0,0,0,0,0,0
48860,353680,158527,0,0,0,0,0,0
48861,2390452,3675042,0,0,0,0,0,0
48862,3140917,1602625,0,0,0,0,0,0
48863,969204,2829993,0,0,0,0,0,0
48864,894749,4272668,0,0,0,0,0,0
48865,644526,3181599,0,0,0,0,0,0
48866,2797162,2130102,0,0,0,0,0,0
48867,2942091,1558885,0,0,0,0,0,0
48868,2011185,3114992,0,0,0,0,0,0
48869,1953960,3274317,0,0,0,0,0,0
48870,2021180,2047933,0,0,0,0,0,0
48871,4312888,1670708,0,0,0,0,0,0
48872,4432231,365838,0,0,0,0,0,0
48873,4102965,510254,0,0,0,0,0,0
48874,868218,663512,0,0,0,0,0,0
48875,3599118,824316,0,0,0,0,0,0
48876,4160478,4027453,0,0,0,0,0,0
48877,1144780,4809667,0,0,0,0,0,0
48878,288604,451852,0,0,0,0,0,0
48879,1733850,4626811,0,0,0,0,0,0
48880,4173569,1655000,0,0,0,0,0,0
48881,4435076,3177401,0,0,0,0,0,0
48882,1181861,1383413,0,0,0,0,0,0
48883,698666,268432,0,0,0,0,0,0
48884,4231410,4652178,0,0,0,0,0,0
48885,59295,1412923,0,0,0,0,0,0
48886,1898015,2893720,0,0,0,0,0,0
48887,3879290,2963465,0,0,0,0,0,0
48888,1608479,376283,0,0,0,0,0,0
48889,3696525,447727,0,0,0,0,0,0
48890,1177796,2510436,0,0,0,0,0,0
48891,3947741,51492,0,0,0,0,0,0
48892,662455,4805270,0,0,0,0,0,0
48893,1285711,3331978,0,0,0,0,0,0
48894,4445024,3738974,0,0,0,0,0,0
48895,2677344,2078678,0,0,0,0,0,0
48896,4205555,4568619,0,0,0,0,0,0
48897,4148965,4805461,0,0,0,0,0,0
48898,3370281,3465852,0,0,0,0,0,0
48899,4596355,1090672,0,0,0,0,0,0
48900,1782014,4745200,0,0,0,0,0,0
48901,2607612,3696559,0,0,0,0,0,0
48902,4598712,801975,0,0,0,0,0,0
48903,34484,3944484,0,0,0,0,0,0
48904,287567,1261888,0,0,0,0,0,0
48905,3361002,3685002,0,0,0,0,0,0
48906,2329221,1578203,0,0,0,0,0,0
48907,3881307,1369790,0,0,0,0,0,0
48908,4362945,3659404,0,0,0,0,0,0
48909,1194328,2268192,0,0,0,0,0,0
48910,1725524,1667166,0,0,0,0,0,0
48911,2479801,1264573,0,0,0,0,0,0
48912,2895195,4399284,0,0,0,0,0,0
48913,2071612,491266,0,0,0,0,0,0
48914,2354786,147720,0,0,0,0,0,0
48915,4607465,3983921,0,0,0,0,0,0
48916,9639,490026,0,0,0,0,0,0
48917,3591140,4520449,0,0,0,0,0,0
48918,2532107,410630,0,0,0,0,0,0
48919,2417579,2310660,0,0,0,0,0,0
48920,4245232,2814989,0,0,0,0,0,0
48921,1724905,796671,0,0,0,0,0,0
48922,748452,1756900,0,0,0,0,0,0
48923,2199750,830174,0,0,0,0,0,0
48924,3350356,4768134,0,0,0,0,0,0
48925,4133378,38295,0,0,0,0,0,0
48926,1087984,273654,0,0,0,0,0,0
48927,2548446,1926543,0,0,0,0,0,0
48928,4145786,3572106,0,0,0,0,0,0
48929,3703510,1258656,0,0,0,0,0,0
48930,3241986,39181,0,0,0,0,0,0
48931,3909263,2020602,0,0,0,0,0,0
48932,2090992,1179433,0,0,0,0,0,0
48933,3922,1278339,0,0,0,0,0,0
48934,2998251,633443,0,0,0,0,0,0
48935,1199421,465793,0,0,0,0,0,0
48936,138248,3875177,0,0,0,0,0,0
48937,889616,1954061,0,0,0,0,0,0
48938,506979,146969,0,0,0,0,0,0
48939,1079148,1964523,0,0,0,0,0,0
48940,2439345,4184079,0,0,0,0,0,0
48941,548447,1949441,0,0,0,0,0,0
48942,1407386,2671066,0,0,0,0,0,0
48943,4480205,1482994,0,0,0,0,0,0
48944,2780692,385835,0,0,0,0,0,0
48945,4576948,2186966,0,0,0,0,0,0
48946,3560952,1307795,0,0,0,0,0,0
48947,374230,3885538,0,0,0,0,0,0
48948,3769136,708474,0,0,0,0,0,0
48949,3138125,2043744,0,0,0,0,0,0
48950,3095253,1032654,0,0,0,0,0,0
48951,1863902,1616250,0,0,0,0,0,0
48952,4292183,3678121,0,0,0,0,0,0
48953,4551272,97918,0,0,0,0,0,0
48954,94617,2733995,0,0,0,0,0,0
48955,277652,1102642,0,0,0,0,0,0
48956,2966293,1447033,0,0,0,0,0,0
48957,2266937,615264,0,0,0,0,0,0
48958,4040606,3527976,0,0,0,0,0,0
48959,3923119,4418516,0,0,0,0,0,0
48960,4212219,1230806,0,0,0,0,0,0
48961,1302457,3590229,0,0,0,0,0,0
48962,3633087,4025915,0,0,0,0,0,0
48963,3183479,3618789,0,0,0,0,0,0
48964,3706131,4831554,0,0,0,0,0,0
48965,2561788,2471723,0,0,0,0,0,0
48966,4105691,1210343,0,0,0,0,0,0
48967,1993476,2459906,0,0,0,0,0,0
48968,3485073,2035548,0,0,0,0,0,0
48969,1041863,4606324,0,0,0,0,0,0
48970,521861,3476635,0,0,0,0,0,0
48971,207296,4561762,0,0,0,0,0,0
48972,3429681,1185453,0,0,0,0,0,0
48973,4567770,807787,0,0,0,0,0,0
48974,307789,4628003,0,0,0,0,0,0
48975,3073583,1567163,0,0,0,0,0,0
48976,3950307,1689393,0,0,0,0,0,0
48977,1455040,235541,0,0,0,0,0,0
48978,3778941,1525294,0,0,0,0,0,0
48979,2018484,1055830,0,0,0,0,0,0
48980,2669138,874218,0,0,0,0,0,0
48981,2937530,3295311,0,0,0,0,0,0
48982,4527623,1484848,0,0,0,0,0,0
48983,2310677,3818056,0,0,0,0,0,0
48984,3320,1434729,0,0,0,0,0,0
48985,2507585,134819,0,0,0,0,0,0
48986,4582733,260058,0,0,0,0,0,0
48987,1832522,740911,0,0,0,0,0,0
48988,155776,1341388,0,0,0,0,0,0
48989,958296,3184963,0,0,0,0,0,0
48990,3531097,2032107,0,0,0,0,0,0
48991,3117034,2141905,0,0,0,0,0,0
48992,611283,4124829,0,0,0,0,0,0
48993,887689,888012,0,0,0,0,0,0
48994,1363760,283890,0,0,0,0,0,0
48995,3902874,2662603,0,0,0,0,0,0
48996,2720236,321471,0,0,0,0,0,0
48997,407492,4537706,0,0,0,0,0,0
48998,3698343,2384884,0,0,0,0,0,0
48999,4332157,1501224,0,0,0,0,0,0
49000,3681782,4550293,0,0,0,0,0,0
49001,578487,100403,0,0,0,0,0,0
49002,4504393,23223,0,0,0,0,0,0
49003,4504447,4364320,0,0,0,0,0,0
49004,3226269,2926239,0,0,0,0,0,0
49005,2877868,4307214,0,0,0,0,0,0
49006,2673978,737323,0,0,0,0,0,0
49007,130999,3457095,0,0,0,0,0,0
49008,3198021,3544141,0,0,0,0,0,0
49009,721165,3986953,0,0,0,0,0,0
49010,4330963,4278108,0,0,0,0,0,0
49011,2607256,4242294,0,0,0,0,0,0
49012,2313279,406402,0,0,0,0,0,0
49013,3870965,4143253,0,0,0,0,0,0
49014,4814362,4620225,0,0,0,0,0,0
49015,513441,1218034,0,0,0,0,0,0
49016,4012823,157381,0,0,0,0,0,0
49017,4129915,3253070,0,0,0,0,0,0
49018,1316529,3621559,0,0,0,0,0,0
49019,4768448,1110008,0,0,0,0,0,0
49020,4348660,1545511,0,0,0,0,0,0
49021,672641,581788,0,0,0,0,0,0
49022,421807,2173718,0,0,0,0,0,0
49023,333259,1449757,0,0,0,0,0,0
49024,4731828,3218435,0,0,0,0,0,0
49025,2453720,597502,0,0,0,0,0,0
49026,1314688,571595,0,0,0,0,0,0
49027,3095575,4009458,0,0,0,0,0,0
49028,3540630,4015462,0,0,0,0,0,0
49029,3036874,3463837,0,0,0,0,0,0
49030,3997023,4226640,0,0,0,0,0,0
49031,4711463,531245,0,0,0,0,0,0
49032,1847095,2892446,0,0,0,0,0,0
49033,3180862,2362454,0,0,0,0,0,0
49034,4727916,1694288,0,0,0,0,0,0
49035,2897064,3406905,0,0,0,0,0,0
49036,367391,1706239,0,0,0,0,0,0
49037,1738599,1801208,0,0,0,0,0,0
49038,3286753,2821186,0,0,0,0,0,0
49039,3942318,51542,0,0,0,0,0,0
49040,30129,4209434,0,0,0,0,0,0
49041,3509406,3850924,0,0,0,0,0,0
49042,2446627,1030077,0,0,0,0,0,0
49043,3483930,4749996,0,0,0,0,0,0
49044,823539,982476,0,0,0,0,0,0
49045,2130168,2086163,0,0,0,0,0,0
49046,187578,1617356,0,0,0,0,0,0
49047,1910299,2018062,0,0,0,0,0,0
49048,2428405,3536196,0,0,0,0,0,0
49049,2203267,2306409,0,0,0,0,0,0
49050,3859829,4225474,0,0,0,0,0,0
49051,2272423,159078,0,0,0,0,0,0
49052,120527,694466,0,0,0,0,0,0
49053,2814187,2204494,0,0,0,0,0,0
49054,3675305,961091,0,0,0,0,0,0
49055,680588,1125778,0,0,0,0,0,0
49056,603588,2680128,0,0,0,0,0,0
49057,2388522,3842047,0,0,0,0,0,0
49058,405252,2281500,0,0,0,0,0,0
49059,3528552,2973564,0,0,0,0,0,0
49060,2101872,3193964,0,0,0,0,0,0
49061,1559308,3930824,0,0,0,0,0,0
49062,4437174,1016864,0,0,0,0,0,0
49063,975585,3506353,0,0,0,0,0,0
49064,4769865,313096,0,0,0,0,0,0
49065,2592088,1847784,0,0,0,0,0,0
49066,401302,4468068,0,0,0,0,0,0
49067,2045927,415471,0,0,0,0,0,0
49068,3680991,4562765,0,0,0,0,0,0
49069,2118079,3562994,0,0,0,0,0,0
49070,4686078,2704428,0,0,0,0,0,0
49071,763218,691227,0,0,0,0,0,0
49072,3638781,2260509,0,0,0,0,0,0
49073,3638042,1470924,0,0,0,0,0,0
49074,1640530,4218213,0,0,0,0,0,0
49075,2120832,4434117,0,0,0,0,0,0
49076,3748349,509608,0,0,0,0,0,0
49077,3334164,502005,0,0,0,0,0,0
49078,4052093,776653,0,0,0,0,0,0
49079,1876601,617572,0,0,0,0,0,0
49080,1912479,3842964,0,0,0,0,0,0
49081,1569228,3404669,0,0,0,0,0,0
49082,1996908,2568094,0,0,0,0,0,0
49083,3433675,1617102,0,0,0,0,0,0
49084,916479,2607758,0,0,0,0,0,0
49085,3274874,2689911,0,0,0,0,0,0
49086,3135113,2516352,0,0,0,0,0,0
49087,1068850,4797842,0,0,0,0,0,0
49088,4139773,1531991,0,0,0,0,0,0
49089,4234465,1240046,0,0,0,0,0,0
49090,2164064,365137,0,0,0,0,0,0
49091,3772013,2503073,0,0,0,0,0,0
49092,907665,1707724,0,0,0,0,0,0
49093,1309434,2314783,0,0,0,0,0,0
49094,3929521,4432773,0,0,0,0,0,0
49095,3882074,836362,0,0,0,0,0,0
49096,808502,2952720,0,0,0,0,0,0
49097,962724,4664564,0,0,0,0,0,0
49098,4113677,3584351,0,0,0,0,0,0
49099,1173528,2745202,0,0,0,0,0,0
49100,4160441,3222756,0,0,0,0,0,0
49101,709689,418032,0,0,0,0,0,0
49102,2912101,4251642,0,0,0,0,0,0
49103,1980985,2428848,0,0,0,0,0,0
49104,3562129,4776167,0,0,0,0,0,0
49105,4479447,3166616,0,0,0,0,0,0
49106,2083963,2577607,0,0,0,0,0,0
49107,1341162,2086148,0,0,0,0,0,0
49108,750331,2162081,0,0,0,0,0,0
49109,4302169,1532528,0,0,0,0,0,0
49110,1253154,1283944,0,0,0,0,0,0
49111,1531908,1409985,0,0,0,0,0,0
49112,3441569,4750903,0,0,0,0,0,0
49113,4475010,2075924,0,0,0,0,0,0
49114,2646340,1569263,0,0,0,0,0,0
49115,1786594,617930,0,0,0,0,0,0
49116,4632934,859257,0,0,0,0,0,0
49117,4297442,189153,0,0,0,0,0,0
49118,2515227,1139137,0,0,0,0,0,0
49119,363180,4658542,0,0,0,0,0,0
49120,4844901,2274571,0,0,0,0,0,0
49121,1132716,3546685,0,0,0,0,0,0
49122,3847677,1336287,0,0,0,0,0,0
49123,1512989,2750408,0,0,0,0,0,0
49124,3463770,4316454,0,0,0,0,0,0
49125,2245957,429334,0,0,0,0,0,0
49126,544229,3373387,0,0,0,0,0,0
49127,1714511,3897484,0,0,0,0,0,0
49128,726321,3097907,0,0,0,0,0,0
49129,1068369,417779,0,0,0,0,0,0
49130,504320,1379263,0,0,0,0,0,0
49131,2308882,3447856,0,0,0,0,0,0
49132,4030733,917241,0,0,0,0,0,0
49133,1589985,4614792,0,0,0,0,0,0
49134,2855122,4498634,0,0,0,0,0,0
49135,761825,3170445,0,0,0,0,0,0
49136,4150830,3296667,0,0,0,0,0,0
49137,3299364,3655158,0,0,0,0,0,0
49138,2872552,3837826,0,0,0,0,0,0
49139,1572881,1477122,0,0,0,0,0,0
49140,475450,2052214,0,0,0,0,0,0
49141,1496550,3877130,0,0,0,0,0,0
49142,1691249,2845797,0,0,0,0,0,0
49143,1921305,904468,0,0,0,0,0,0
49144,1175541,4077881,0,0,0,0,0,0
49145,4297201,3348917,0,0,0,0,0,0
49146,4701458,2984248,0,0,0,0,0,0
49147,2246194,3786789,0,0,0,0,0,0
49148,3668133,899689,0,0,0,0,0,0
49149,3823976,4417876,0,0,0,0,0,0
49150,1198055,79524,0,0,0,0,0,0
49151,204466,1991785,0,0,0,0,0,0
49152,3070854,3867620,0,0,0,0,0,0
49153,1538324,4065570,0,0,0,0,0,0
49154,4736968,3351410,0,0,0,0,0,0
49155,91865,1585987,0,0,0,0,0,0
49156,3318719,1081428,0,0,0,0,0,0
49157,2905077,1303230,0,0,0,0,0,0
49158,4516623,4043204,0,0,0,0,0,0
49159,2231631,3114025,0,0,0,0,0,0
49160,2265817,3884657,0,0,0,0,0,0
49161,2754712,3314032,0,0,0,0,0,0
49162,1182178,4037572,0,0,0,0,0,0
49163,995376,3325937,0,0,0,0,0,0
49164,3407491,2789471,0,0,0,0,0,0
49165,3248567,1268422,0,0,0,0,0,0
49166,4261327,3774752,0,0,0,0,0,0
49167,2828902,2172704,0,0,0,0,0,0
49168,1280058,1245066,0,0,0,0,0,0
49169,3522027,3103210,0,0,0,0,0,0
49170,4863683,4781181,0,0,0,0,0,0
49171,2058520,3364524,0,0,0,0,0,0
49172,2048197,1837832,0,0,0,0,0,0
49173,3183337,1314436,0,0,0,0,0,0
49174,2565946,3821572,0,0,0,0,0,0
49175,4234757,4526110,0,0,0,0,0,0
49176,4003757,4300548,0,0,0,0,0,0
49177,3921712,3879498,0,0,0,0,0,0
49178,2723764,799765,0,0,0,0,0,0
49179,3956614,4431945,0,0,0,0,0,0
49180,2699690,2856386,0,0,0,0,0,0
49181,1998740,51171,0,0,0,0,0,0
49182,1517605,1924450,0,0,0,0,0,0
49183,511690,3836765,0,0,0,0,0,0
49184,1868960,2348721,0,0,0,0,0,0
49185,1831695,4030627,0,0,0,0,0,0
49186,1227830,2094063,0,0,0,0,0,0
49187,305538,2971595,0,0,0,0,0,0
49188,3513990,2856683,0,0,0,0,0,0
49189,2175912,2595981,0,0,0,0,0,0
49190,2699304,1645086,0,0,0,0,0,0
49191,4352872,2711423,0,0,0,0,0,0
49192,2590686,566493,0,0,0,0,0,0
49193,4448111,2437249,0,0,0,0,0,0
49194,1866090,1983602,0,0,0,0,0,0
49195,1663229,1950078,0,0,0,0,0,0
49196,3274526,1519328,0,0,0,0,0,0
49197,923954,901754,0,0,0,0,0,0
49198,1341318,547944,0,0,0,0,0,0
49199,4275652,635829,0,0,0,0,0,0
49200,652313,2197849,0,0,0,0,0,0
49201,3958611,1843461,0,0,0,0,0,0
49202,4531410,2664603,0,0,0,0,0,0
49203,1975039,3603402,0,0,0,0,0,0
49204,3380168,962182,0,0,0,0,0,0
49205,2871126,4851947,0,0,0,0,0,0
49206,173513,2235150,0,0,0,0,0,0
49207,58314,2382741,0,0,0,0,0,0
49208,3286653,3264218,0,0,0,0,0,0
49209,2960335,982071,0,0,0,0,0,0
49210,3586080,123258,0,0,0,0,0,0
49211,4044911,3436331,0,0,0,0,0,0
49212,2953458,777634,0,0,0,0,0,0
49213,2744350,2060152,0,0,0,0,0,0
49214,2185213,2162900,0,0,0,0,0,0
49215,871675,3622496,0,0,0,0,0,0
49216,301638,1912903,0,0,0,0,0,0
49217,2706888,4785543,0,0,0,0,0,0
49218,3873478,3058620,0,0,0,0,0,0
49219,1623217,3058838,0,0,0,0,0,0
49220,1719104,3383898,0,0,0,0,0,0
49221,4788671,1019630,0,0,0,0,0,0
49222,3472783,1607797,0,0,0,0,0,0
49223,2686916,1905481,0,0,0,0,0,0
49224,3423331,2494178,0,0,0,0,0,0
49225,4168648,40879,0,0,0,0,0,0
49226,1145602,2094155,0,0,0,0,0,0
49227,1056643,183758,0,0,0,0,0,0
49228,527909,3422802,0,0,0,0,0,0
49229,1968028,3881139,0,0,0,0,0,0
49230,4033763,1551011,0,0,0,0,0,0
49231,1933346,3146980,0,0,0,0,0,0
49232,1003845,756961,0,0,0,0,0,0
49233,1511654,1824636,0,0,0,0,0,0
49234,2573011,3466874,0,0,0,0,0,0
49235,4592642,3636481,0,0,0,0,0,0
49236,801795,3184730,0,0,0,0,0,0
49237,4309423,3677005,0,0,0,0,0,0
49238,1235300,3003673,0,0,0,0,0,0
49239,4700714,3779535,0,0,0,0,0,0
49240,32888,3968535,0,0,0,0,0,0
49241,4622752,1477516,0,0,0,0,0,0
49242,678541,1620944,0,0,0,0,0,0
49243,1427348,2584667,0,0,0,0,0,0
49244,3057844,288457,0,0,0,0,0,0
49245,3772597,228088,0,0,0,0,0,0
49246,4503701,2938181,0,0,0,0,0,0
49247,1519270,1866892,0,0,0,0,0,0
49248,2230973,2522181,0,0,0,0,0,0
49249,1140416,3057826,0,0,0,0,0,0
49250,529995,3191944,0,0,0,0,0,0
49251,3737509,369344,0,0,0,0,0,0
49252,3546321,3221064,0,0,0,0,0,0
49253,273372,2276166,0,0,0,0,0,0
49254,3550375,3013504,0,0,0,0,0,0
49255,1909421,4832076,0,0,0,0,0,0
49256,1885865,508201,0,0,0,0,0,0
49257,3046446,1538678,0,0,0,0,0,0
49258,1423329,3462119,0,0,0,0,0,0
49259,4791365,1941745,0,0,0,0,0,0
49260,678753,543144,0,0,0,0,0,0
49261,3018901,914992,0,0,0,0,0,0
49262,2105035,727202,0,0,0,0,0,0
49263,3785113,399732,0,0,0,0,0,0
49264,3050314,1517047,0,0,0,0,0,0
49265,65533,753885,0,0,0,0,0,0
49266,4677794,3503202,0,0,0,0,0,0
49267,2479359,2909259,0,0,0,0,0,0
